-1.124433,-0.4400706,0.5267803,-0.4852889,2
-1.0125,0.8210038,0.5378461,-0.3266816,5
0.0491366,-0.4202533,-0.1095399,0.2638432,1
-1.396894,0.6076441,-0.08381803,0.2344136,1
-0.3543651,0.1871969,-0.07698138,-0.4842425,3
-0.4140323,0.9431712,0.6042462,0.01701022,5
-0.04023141,-0.1970528,0.2612191,-0.1814472,4
-0.2679362,0.03688801,0.2730025,-0.03735113,4
-1.334525,-0.5401038,0.4836558,-0.2298281,2
-0.1916402,0.7402722,-0.03520613,0.120003,3
0.002243274,0.8644735,0.1312675,-0.3475335,3
-1.389836,-0.3941519,0.1384915,-0.3852214,2
-0.04756399,0.4483027,0.1722485,-0.2373353,3
-1.375188,0.5259335,0.6081459,0.2813839,2
-1.057108,0.09849702,-0.02213288,-0.2545462,1
-0.04784881,-0.01131138,0.142362,-0.3476989,4
-0.8243153,0.4164674,0.01508096,-0.4221217,5
-1.082645,0.02268592,0.1031903,-0.2999597,1
-0.4244453,0.1834846,0.1846971,-0.2865576,5
-0.06091818,0.2648834,0.185981,-0.4651967,3
-0.6491296,0.4370744,0.326147,0.1814066,1
-1.481092,-0.1576444,-0.02273723,-0.2415936,2
-1.180168,0.916711,0.2058962,-0.286179,5
-1.498243,0.7851261,0.1303251,0.1862185,2
-1.417615,0.2610359,0.5876101,0.0208353,2
-0.368273,0.861658,-0.09262023,0.3061482,3
-1.44228,-0.2697394,0.3247939,-0.1608923,2
-1.391464,0.8236193,-0.05364099,-0.5557175,5
-1.493481,0.9214542,-0.09725042,-0.05342575,5
-0.1570716,0.9481855,0.4666319,-0.1781512,3
-0.7679984,0.08303553,0.4884182,-0.03145139,1
-0.8503943,1.037698,0.5547013,-0.4334075,5
-0.2205005,0.5590064,0.2609167,0.06793261,5
-0.8572399,0.2249848,0.293143,-0.2223125,1
-0.1905126,-0.3510589,0.4559682,-0.08013777,1
-0.7310445,-0.4609911,-0.0418721,0.1061011,1
-0.5291545,-0.3015082,0.249905,-0.1339785,1
-1.097936,0.5735585,-0.06929429,-0.3888639,5
0.0204617,0.1724137,0.4582059,0.1033769,4
-1.4609,1.005119,0.4995313,-0.009784308,2
-1.017721,-0.0642108,-0.1155174,-0.1494307,1
-0.9161124,0.967373,0.167831,-0.3414922,5
0.02706504,-0.1004898,0.01677428,-0.08196821,4
0.0251512,0.450861,0.4234149,-0.254604,3
-0.8946354,0.03905594,0.1756965,0.1295688,1
-0.3822003,0.7467953,0.2221016,-0.1709492,3
-1.069483,0.6884083,0.2216631,0.113003,1
-1.302095,0.2737549,0.3008461,0.1380847,2
-0.3766126,0.6850552,0.3003335,-0.2124387,5
-0.8783354,0.1782154,0.3239453,0.09749775,1
-0.3486364,0.005842495,0.02315171,-0.03333501,4
-0.9679262,-0.002595989,0.4207373,-0.5512286,1
-0.1802244,0.770775,0.000931362,0.09377434,3
-0.7544735,0.6299177,0.5796174,-0.2696667,5
-1.185565,-0.4379135,0.158352,-0.07231049,1
-1.481795,0.8700858,0.4416343,-0.216783,2
-1.175264,-0.1837188,0.1053011,-0.5289782,5
-0.6554413,-0.4644717,0.06759835,-0.3290613,1
-0.1263545,0.4586857,-0.06102153,-0.2788699,3
-1.232571,0.3870415,0.008346335,0.3094369,1
-0.2048374,0.4533461,0.2439207,-0.2368596,5
-0.4829714,-0.06648927,0.3637867,0.06730645,1
-1.361296,-0.4517298,0.3377409,-0.1789636,2
-1.261073,0.4389446,0.3241593,0.0797649,2
-0.313887,-0.3454878,0.2869623,-0.1520819,1
-0.4592119,0.006995892,0.3238727,-0.4461482,4
-0.5950284,0.695131,-0.04214205,0.2226533,4
-0.463548,0.6386496,-0.08998567,-0.3137067,3
-1.184615,0.4614733,0.01617018,-0.04485916,1
-0.6503051,0.947612,0.09623336,-0.2201108,3
-1.084176,-0.471903,0.04707654,-0.4620324,1
-0.6686795,-0.2374509,0.08420982,-0.1777263,1
-0.08283204,-0.2809923,0.380581,0.06072983,1
-1.080057,0.3547032,0.394362,-0.006423107,1
0.03517796,0.7467663,0.5346013,0.2039334,5
-0.69634,0.7535667,0.09200897,-0.04771317,5
-0.7929212,0.2913059,0.2033199,-0.3146516,4
-1.423769,-0.0813277,0.5801375,0.05157439,2
-1.460308,-0.1993216,0.3737073,0.07226985,2
0.04416591,-0.3071898,0.4579828,-0.007558223,1
-0.0100599,0.4567602,0.1338052,-0.3187811,3
-0.1008689,0.5969434,0.01924644,0.2980847,4
-1.261057,1.135048,0.4745468,-0.3682667,5
-1.350428,-0.5046933,0.3634196,-0.186816,2
-1.308765,-0.0373587,0.1840199,-0.3360981,2
-0.2867625,0.1854963,0.4112607,0.2540246,1
-1.115316,0.05573575,0.3483378,-0.3322559,1
-0.2945372,0.2745928,0.3152264,-0.3399579,5
-0.3936564,0.494411,0.3558748,-0.122151,4
-0.6584486,0.6844247,0.5069969,-0.08106897,4
-0.2613972,-0.1744616,0.01532693,-0.4818426,4
-0.5061471,0.4071012,0.4939534,0.08129289,1
-0.4748636,0.5653786,0.2923121,-0.405697,5
-0.5115182,1.057206,0.06261265,-0.5526949,3
0.01945184,0.6209305,0.2451101,-0.149615,3
-0.3698763,-0.4229462,0.1256172,0.1322959,1
-1.211517,0.1627375,0.246595,-0.1773444,1
-1.312724,0.6110661,0.1994611,0.006671913,2
-0.4063046,1.134575,0.2944862,0.0425887,3
-0.1634854,-0.3859151,0.2225621,-0.08468985,1
-0.2222482,-0.4095909,0.3315676,-0.4964827,4
-1.145728,-0.2584015,0.5511861,-0.4140444,2
-0.3388684,0.9214912,-0.09400942,-0.5386946,3
-0.5447448,0.00734466,0.03717594,-0.2339349,4
-0.9062794,0.382314,0.4335451,-0.08776891,1
-0.05213936,-0.3052568,0.2314138,-0.0646508,1
-0.3875977,0.8147907,0.4882678,0.2104091,4
-0.01491845,0.455268,0.06193432,-0.4907689,3
-0.2417942,-0.1454905,0.1958484,-0.05120927,1
-0.8104441,0.5066908,0.5027053,-0.4965783,5
-0.7570883,0.8551842,0.2446275,-0.4619686,5
-0.8440749,-0.3905193,0.3922844,-0.07428851,1
-1.03338,0.2348161,0.09720931,0.3114409,1
-0.673379,0.6016627,0.5855526,-0.2638155,5
-1.109341,0.2626763,0.2855755,-0.1433594,2
-1.232389,-0.01521284,0.3890855,-0.08551413,2
-0.7542885,-0.05948009,0.1942974,-0.5375646,4
-0.2760602,0.05290752,0.1347336,-0.56671,5
-1.164691,0.8071789,0.3292754,-0.01273602,5
-0.9956945,0.7020287,0.5037622,-0.3603967,5
-0.5012098,0.9780364,0.357227,-0.1179495,5
-1.30295,-0.3947389,0.5377453,-0.183352,2
-1.326817,-0.1764535,0.3050731,-0.01587604,2
-0.4257304,-0.102102,0.5075233,-0.005751311,1
-1.397119,0.2440154,0.2871385,-0.3828176,2
-1.172374,0.3571632,0.3260553,-0.4734884,5
-1.336655,0.1262249,0.5235034,-0.345236,2
-0.1282368,-0.5310382,0.1670187,-0.2057087,4
-0.372637,0.1763612,0.5906532,-0.04170055,1
-0.03888627,1.13196,0.3537561,-0.4711958,3
-0.9624672,-0.3065388,0.3820903,0.05500795,2
-1.382323,0.6247986,0.2291777,-0.1625354,2
0.02058413,-0.3991094,-0.0854245,-0.3677291,4
-1.370669,1.135074,0.2444258,-0.2690125,5
-0.9924009,-0.04355294,0.4505932,-0.1292869,1
-0.5755609,0.7129625,-0.09736745,0.002110127,3
-1.087309,-0.3123934,0.5572429,-0.1689993,2
-0.841306,0.6650949,-0.09580474,0.03701083,4
-0.3803244,0.5083992,0.181283,0.1204445,4
-1.490711,0.6732587,0.5911924,0.2448833,2
-0.5377673,-0.0325883,0.01469886,-0.0452652,1
-0.4223225,0.8481301,0.3826324,-0.3151927,5
-0.3367255,0.1957885,-0.02380948,0.1121653,4
0.005289646,1.077024,0.5803788,-0.04070956,3
-0.1040098,-0.4637918,0.5849473,-0.5214364,1
-0.6256897,0.2223576,0.1989026,-0.05925237,1
-0.04090128,0.1271538,0.5197029,0.06072442,4
-0.5463941,-0.2292398,0.5715695,0.04767675,1
-0.07394464,1.008889,0.1215484,-0.0754261,3
-1.163629,0.8358137,0.07455566,0.230139,1
-0.4450146,0.1135018,0.000923015,-0.3165717,5
-1.100156,0.5963771,0.3691789,0.318637,2
-0.01905831,-0.04940065,0.5221695,-0.23651,4
0.005509109,-0.1711185,0.2307971,-0.2480376,4
-1.0101,0.101445,0.4798476,-0.1777175,2
-0.5867268,-0.2318994,0.2588942,-0.1551369,1
-1.236697,0.4337884,-0.03974947,0.1433833,1
-1.294733,1.107956,0.5443992,0.03829087,2
-0.5858431,-0.3501837,0.06947103,-0.1458699,1
-0.4819597,0.8222983,0.3162836,0.301416,5
-0.1631853,0.7663409,0.6068327,-0.3037512,5
-0.4444313,0.3559952,0.5857427,-0.09974863,4
-1.019431,-0.3492299,0.05852668,0.09661621,1
0.01468251,0.4106408,0.2605077,0.2352548,4
-1.126565,-0.2271987,0.2395654,-0.3239089,1
-1.119215,1.028226,0.1509306,0.1745545,5
-0.322869,-0.156828,0.5176832,0.05500439,1
-1.197622,1.010119,0.3151568,0.1350055,5
