bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species,species_flag
-1.4333867176574298,-1.6358276444682578,-1.7167170178480422,-1.671598318293793,Adelie,1
-1.0846924234137476,-1.496012754766531,-1.718942272319135,-1.5028068498876528,Adelie,1
-0.7574624041224383,-1.5298417651198952,-1.5094073152899694,-1.5448582045837416,Adelie,1
-0.5810173475359854,-1.577071225998142,-1.6236137726727982,-1.701096783627682,Adelie,1
-0.1353913379175016,-1.4208894101136058,-1.4258893685434522,-1.7100442360373596,Chinstrap,2
0.2394284463782082,-1.6477167162534583,-1.4535672629505567,-1.5406687962743333,Chinstrap,2
0.5860764426155868,-1.6039938682149946,-1.639774785616333,-1.5170429167254553,Chinstrap,2
0.8022009785761823,-1.716457193473023,-1.710388884630828,-1.6197023867238725,Chinstrap,2
1.2355770093608507,-1.4708492722822228,-1.6712974754801229,-1.6840355465857442,Chinstrap,2
1.5060333890531694,-1.6711284079983502,-1.4505160979539062,-1.4473896259881556,Chinstrap,2
-1.5508947484104234,-1.3204757903875763,-1.6268194431034881,-1.6696637375181262,Adelie,1
-1.309675397522348,-1.264432635568145,-1.5436365270482706,-1.6996438399738913,Adelie,1
-0.7299042345709714,-1.1904469352812221,-1.4402154880783196,-1.4868322943332946,Adelie,1
-0.463828181455751,-1.2110309814580984,-1.5394747777692015,-1.4504904011703676,Adelie,1
-0.19041361713997737,-1.36557538053538,-1.6297178855630694,-1.610162444003538,Chinstrap,2
0.30664865826617926,-1.1331452963737936,-1.455452673897197,-1.6064238083791182,Chinstrap,2
0.6858175692164564,-1.2801063565550361,-1.7119031723724847,-1.5393003771193372,Chinstrap,2
1.0008500164633412,-1.273720463548142,-1.4261667811603778,-1.5752402383767414,Chinstrap,2
1.369248335368167,-1.3621446906173589,-1.682329687186018,-1.5690336063128234,Chinstrap,2
1.5573922025328741,-1.3322693941192458,-1.6753764770284771,-1.6405813237775584,Chinstrap,2
-1.4235374708465742,-0.8780068128781843,-1.5705140832894728,-1.5293197582870586,Adelie,1
-1.1222014385078847,-0.7604326680747867,-1.476107821063766,-1.4886089053844425,Adelie,1
-0.8382306260664136,-0.9192590627685427,-1.4292303160712412,-1.5562680334661814,Adelie,1
-0.3988249775915699,-0.9451976570465761,-1.6884967390124173,-1.7161261690599863,Adelie,1
-0.2432798080598455,-0.8609815635784799,-1.4456187190865661,-1.5901223152013888,Chinstrap,2
0.03973141871257538,-0.9182488031799981,-1.6491867028988034,-1.6745654696944885,Chinstrap,2
0.5842267274093501,-0.9646708852187373,-1.4562404746612962,-1.5983002446153467,Chinstrap,2
0.7872199234104038,-1.0122328049078866,-1.675093989178733,-1.538980512798894,Chinstrap,2
1.2548410730870991,-0.7577204334853964,-1.6192222500475038,-1.5924360176360612,Chinstrap,2
1.704643183663799,-1.0037182258327675,-1.5409850433187273,-1.6915461094512394,Chinstrap,2
-1.4768328056100113,-0.5950013522604334,-1.4672280186646767,-1.502338099047504,Adelie,1
-1.1970173666694748,-0.6135155651954409,-1.6009056899863763,-1.4119676619904333,Adelie,1
-0.7707798450986141,-0.4050940435668329,-1.4849178659436362,-1.7145284801919773,Adelie,1
-0.4820595707566253,-0.6056907297817355,-1.5790823515946772,-1.5299406911247893,Adelie,1
-0.03491061044394954,-0.5531050818645329,-1.621728680662954,-1.710802828197046,Chinstrap,2
0.24978458620181218,-0.6554814806311668,-1.4173147234796555,-1.5113535763888706,Chinstrap,2
